"OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","NULLABLE"
"CB","CBEINVALIDDATACONFIGURATION","FIELDNAME","CHAR",100,"N"
"CB","CBEINVALIDDATACONFIGURATION","UIDINVALIDDATACONFIGID","RAW",16,"N"
"CB","CBEINVALIDDATACONFIGURATION","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",200,"N"
"CB","CBEINVALIDDATACONFIGURATION","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEINVALIDDATACONFIGURATION","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEINVALIDDATACONFIGURATION","CODTCINSERTIONSOURCE","VARCHAR2",200,"Y"
"CB","CBEINVALIDDATACONFIGURATION","CODTCINSERTIONUSERFULLNAME","VARCHAR2",200,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBELOCALIZEDCBSCOREMESSAGES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBELOCALIZEDCBSCOREMESSAGES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBELOCALIZEDCBSCOREMESSAGES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","UIDSCOREMESSAGEID","RAW",16,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","CODCULTURECODE","VARCHAR2",28,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","DSCDESCRIPTIONDESC","VARCHAR2",512,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBELOCALIZEDCBSCOREMESSAGES","UIDLOCALIZEDCBSCOREMESSAGEID","RAW",16,"N"
"CB","CBEMERGEDSUBJECTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEMERGEDSUBJECTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEMERGEDSUBJECTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEMERGEDSUBJECTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEMERGEDSUBJECTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEMERGEDSUBJECTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEMERGEDSUBJECTS","UIDSECONDARYSUBJECTID","RAW",16,"N"
"CB","CBEMERGEDSUBJECTS","UIDPRIMARYSUBJECTID","RAW",16,"N"
"CB","CBEMERGEDSUBJECTS","UIDMERGEDSUBJECTID","RAW",16,"N"
"CB","CBEMYSTICATTRIBUTES","CODATTRIBUTE","VARCHAR2",200,"Y"
"CB","CBEMYSTICATTRIBUTES","UIDATTRIBUTE","RAW",2,"Y"
"CB","CBEMYSTICKEYS","STRKEY","RAW",12,"Y"
"CB","CBEMYSTICKEYS","UIDATTRIBUTE","RAW",2,"Y"
"CB","CBEMYSTICKEYS","UIDENTITYID","RAW",16,"N"
"CB","CBEMYSTICVALUES","NAMVALUE","VARCHAR2",4000,"Y"
"CB","CBEMYSTICVALUES","UIDATTRIBUTE","RAW",2,"Y"
"CB","CBEMYSTICVALUES","UIDENTITYID","RAW",16,"N"
"CB","CBENEGATIVEEVENTS","DATREFERENCEDATE","DATE",7,"N"
"CB","CBENEGATIVEEVENTS","DATNEGATIVEEVENTDATE","DATE",7,"Y"
"CB","CBENEGATIVEEVENTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBENEGATIVEEVENTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBENEGATIVEEVENTS","FLGCURRENT","NUMBER",22,"N"
"CB","CBENEGATIVEEVENTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBENEGATIVEEVENTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBENEGATIVEEVENTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBENEGATIVEEVENTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBENEGATIVEEVENTS","UIDNEGATIVEEVENTID","RAW",16,"N"
"CB","CBENEGATIVEEVENTS","DSCNEGATIVEEVENTDETAILDESC","VARCHAR2",1600,"Y"
"CB","CBENEGATIVEEVENTS","UIDADDITIONALINFOID","RAW",16,"N"
"CB","CBENONINSTALLMENTPREVIOUSMAX","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBENONINSTALLMENTPREVIOUSMAX","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBENONINSTALLMENTPREVIOUSMAX","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBENONINSTALLMENTPREVIOUSMAX","DATWORSTCONTRACTSTATUSDATE","DATE",7,"Y"
"CB","CBENONINSTALLMENTPREVIOUSMAX","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBENONINSTALLMENTPREVIOUSMAX","UIDCONTRACTID","RAW",16,"N"
"CB","CBENONINSTALLMENTPREVIOUSMAX","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBENONINSTALLMENTPREVIOUSMAX","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBENONINSTALLMENTPREVIOUSMAX","CODWORSTCONTRACTSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBENONINSTALLMENTS","AMNCREDITLIMITAMOUNT","NUMBER",22,"Y"
"CB","CBENONINSTALLMENTS","CODORIGINALCURRENCYCODE","VARCHAR2",12,"Y"
"CB","CBENONINSTALLMENTS","CODCURRENCYCODE","VARCHAR2",12,"N"
"CB","CBENONINSTALLMENTS","DATCONTRACTPHASEDATE","DATE",7,"Y"
"CB","CBENONINSTALLMENTS","CODCONTRACTPHASECODE","VARCHAR2",8,"Y"
"CB","CBENONINSTALLMENTS","UIDGUARANTEESETID","RAW",16,"Y"
"CB","CBENONINSTALLMENTS","UIDCONTRACTID","RAW",16,"N"
"CB","CBENONINSTALLMENTS","UIDNONINSTALLMENTID","RAW",16,"N"
"CB","CBENONINSTALLMENTS","AMNINTERESTRATEAMOUNT","NUMBER",22,"Y"
"CB","CBENONINSTALLMENTS","AMNAPPLICATIONAMOUNT","NUMBER",22,"Y"
"CB","CBENONINSTALLMENTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBENONINSTALLMENTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBENONINSTALLMENTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBENONINSTALLMENTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBENONINSTALLMENTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBENONINSTALLMENTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBENONINSTALLMENTS","FLGCURRENT","NUMBER",22,"N"
"CB","CBENONINSTALLMENTS","CODTYPEOFTERMOFCONTRACTCODE","VARCHAR2",4,"Y"
"CB","CBENONINSTALLMENTS","CODASSETQUALITYCLASSCODE","VARCHAR2",4,"Y"
"CB","CBENONINSTALLMENTS","CODCREDITSECURITYCODE","VARCHAR2",4,"Y"
"CB","CBENONINSTALLMENTS","CODCONTRACTSTATUSCODE","VARCHAR2",16,"Y"
"CB","CBENONINSTALLMENTS","DATREFERENCEDATE","DATE",7,"N"
"CB","CBENONINSTALLMENTS","DATLASTPAYMENTDATE","DATE",7,"Y"
"CB","CBENONINSTALLMENTS","NUMOVERDRAFTRANGENUMBER","NUMBER",22,"Y"
"CB","CBENONINSTALLMENTS","AMNUTILIZATIONAMOUNT","NUMBER",22,"Y"
"CB","CBENOTES","UIDNOTEID","RAW",16,"N"
"CB","CBENOTES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBENOTES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBENOTES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBENOTES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBENOTES","DATLOGICALSTATUSCODEDATE","DATE",7,"Y"
"CB","CBENOTES","CODLOGICALSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBENOTES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBENOTES","DATUSERCOMMENTDATE","DATE",7,"Y"
"CB","CBENOTES","DSCUSERCOMMENTDESC","VARCHAR2",4000,"Y"
"CB","CBENOTES","DSCNOTEDESC","VARCHAR2",4000,"Y"
"CB","CBENOTES","DATEXPIRYNOTEDATE","DATE",7,"Y"
"CB","CBENOTES","DATSTARTNOTEDATE","DATE",7,"Y"
"CB","CBENOTES","CODNOTETYPECODE","VARCHAR2",4,"N"
"CB","CBENOTES","UIDSUBJECTCONTRACTID","RAW",16,"N"
"CB","CBENOTES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERADDRESSES","NAMCITYNAME","VARCHAR2",120,"Y"
"CB","CBEPROVIDERADDRESSES","NAMSTREETNAME","VARCHAR2",800,"Y"
"CB","CBEPROVIDERADDRESSES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERADDRESSES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERADDRESSES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERADDRESSES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERADDRESSES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERADDRESSES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERADDRESSES","DATOCCUPIEDSINCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERADDRESSES","DATREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERADDRESSES","CODCOUNTRYCODE","VARCHAR2",8,"Y"
"CB","CBEPROVIDERADDRESSES","CODPOSTALCODE","VARCHAR2",24,"Y"
"CB","CBEPROVIDERADDRESSES","NAMREGIONNAME","VARCHAR2",8,"Y"
"CB","CBEPROVIDERADDRESSES","NAMDISTRICTNAME","VARCHAR2",12,"Y"
"CB","CBEPROVIDERADDRESSES","UIDADDRESSID","RAW",16,"N"
"CB","CBEPROVIDERADDRESSES","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERADDRESSES","CODADDRESSTYPECODE","VARCHAR2",8,"Y"
"CB","CBEPROVIDERADDRESSES","NAMFULLADDRESSNAME","VARCHAR2",1200,"Y"
"CB","CBEPROVIDERCOMPANIES","AMNNETTAXABLEINCOME","NUMBER",22,"Y"
"CB","CBEPROVIDERCOMPANIES","DATSUBJECTREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERCOMPANIES","NAMSHORTCOMPANYNAME","VARCHAR2",480,"Y"
"CB","CBEPROVIDERCOMPANIES","DATESTABLISHMENTDATE","DATE",7,"Y"
"CB","CBEPROVIDERCOMPANIES","NAMREGISTRATIONPLACE","VARCHAR2",120,"Y"
"CB","CBEPROVIDERCOMPANIES","CODECONOMICACTIVITYCODE","VARCHAR2",32,"Y"
"CB","CBEPROVIDERCOMPANIES","CODNUMBEROFEMPLOYEESCODE","VARCHAR2",8,"Y"
"CB","CBEPROVIDERCOMPANIES","AMNGROSSINCOME","NUMBER",22,"Y"
"CB","CBEPROVIDERCOMPANIES","AMNMONTHLYEXPENSES","NUMBER",22,"Y"
"CB","CBEPROVIDERCOMPANIES","CODLEGALFORMCODE","VARCHAR2",12,"Y"
"CB","CBEPROVIDERCOMPANIES","NAMTRADENAME","VARCHAR2",480,"N"
"CB","CBEPROVIDERCOMPANIES","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERCOMPANIES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERCOMPANIES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERCOMPANIES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERCOMPANIES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERCOMPANIES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERCOMPANIES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERCOMPANIES","UIDSUBJECTID","RAW",16,"N"
"CB","CBEPROVIDERCONTACTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERCONTACTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERCONTACTS","DATREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERCONTACTS","UIDCONTACTID","RAW",16,"N"
"CB","CBEPROVIDERCONTACTS","CODCONTACTCODE","VARCHAR2",480,"Y"
"CB","CBEPROVIDERCONTACTS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERCONTACTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERCONTACTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERCONTACTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERCONTACTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERCONTACTS","CODCONTACTTYPECODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDEREMPLOYMENTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDEREMPLOYMENTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDEREMPLOYMENTS","DATREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","NAMTRADENAME","VARCHAR2",480,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","CODOCCUPATIONSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","DSCOCCUPATIONDESC","VARCHAR2",80,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","DATHIREDDATETO","DATE",7,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","DATHIREDDATEFROM","DATE",7,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","CODCURRENCYCODE","VARCHAR2",12,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","AMNGROSSINCOMEAMOUNT","NUMBER",22,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDEREMPLOYMENTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDEREMPLOYMENTS","UIDEMPLOYMENTID","RAW",16,"N"
"CB","CBEPROVIDERIDCODES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERIDCODES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERIDCODES","UIDIDENTIFICATIONCODEID","RAW",16,"N"
"CB","CBEPROVIDERIDCODES","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERIDCODES","CODIDENTIFICATIONTYPECODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDERIDCODES","CODIDENTIFICATIONNUMBERCODE","VARCHAR2",80,"Y"
"CB","CBEPROVIDERIDCODES","DATREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERIDCODES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERIDCODES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERIDCODES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERIDCODES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERIDDOCUMENTS","DATREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODISSUECOUNTRYCODE","VARCHAR2",8,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","DATEXPIRYDATE","DATE",7,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","DATISSUEDATE","DATE",7,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODIDNUMBERCODE","VARCHAR2",80,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERIDDOCUMENTS","UIDIDENTIFICATIONDOCUMENTID","RAW",16,"N"
"CB","CBEPROVIDERIDDOCUMENTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERIDDOCUMENTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERIDDOCUMENTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERIDDOCUMENTS","CODIDTYPECODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDERINDIVIDUALS","DATBIRTHDATE","DATE",7,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODMARITALSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDERINDIVIDUALS","NAMORIGINALLASTNAME","VARCHAR2",280,"Y"
"CB","CBEPROVIDERINDIVIDUALS","NAMPATRONYMICNAME","VARCHAR2",280,"Y"
"CB","CBEPROVIDERINDIVIDUALS","NAMLASTNAME","VARCHAR2",280,"Y"
"CB","CBEPROVIDERINDIVIDUALS","NAMFIRSTNAME","VARCHAR2",280,"Y"
"CB","CBEPROVIDERINDIVIDUALS","NAMFULLNAME","VARCHAR2",880,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERINDIVIDUALS","UIDSUBJECTID","RAW",16,"N"
"CB","CBEPROVIDERINDIVIDUALS","NAMBIRTHPLACENAME","VARCHAR2",80,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERINDIVIDUALS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERINDIVIDUALS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERINDIVIDUALS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEPROVIDERINDIVIDUALS","DATSUBJECTREFERENCEDATE","DATE",7,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODGENDERCODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDERINDIVIDUALS","CODBIRTHCOUNTRYCODE","VARCHAR2",8,"Y"
"CB","CBEPROVIDERSUBJECTS","UIDPROVIDERSUBJECTID","RAW",16,"N"
"CB","CBEPROVIDERSUBJECTS","UIDSUBJECTID","RAW",16,"N"
"CB","CBEPROVIDERSUBJECTS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEPROVIDERSUBJECTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEPROVIDERSUBJECTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEPROVIDERSUBJECTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEPROVIDERSUBJECTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEPROVIDERSUBJECTS","DATLOGICALSTATUSCODEDATE","DATE",7,"Y"
"CB","CBEPROVIDERSUBJECTS","CODLOGICALSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBEPROVIDERSUBJECTS","FLGBATCHSOURCE","NUMBER",22,"N"
"CB","CBEPROVIDERSUBJECTS","FLGONLINESOURCE","NUMBER",22,"N"
"CB","CBEPROVIDERSUBJECTS","CODPROVIDERSUBJECTCODE","VARCHAR2",152,"Y"
"CB","CBEPROVIDERSUBJECTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEPROVIDERSUBJECTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBERECIPROCITIES","UIDRECIPROCITYID","RAW",16,"N"
"CB","CBERECIPROCITIES","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBERECIPROCITIES","CODPROVIDERCODE","VARCHAR2",32,"Y"
"CB","CBERECIPROCITIES","CODBRANCHCODE","VARCHAR2",20,"Y"
"CB","CBERECIPROCITIES","CODUSERCODE","VARCHAR2",32,"Y"
"CB","CBERECIPROCITIES","CODCONTRACTCATEGORYTYPECODE","VARCHAR2",4,"N"
"CB","CBERECIPROCITIES","CODCONTRACTTYPECODE","VARCHAR2",8,"Y"
"CB","CBERECIPROCITIES","NUMNEGATIVELEVELNUMBER","NUMBER",22,"Y"
"CB","CBERECIPROCITIES","CODPROVIDEROWNERCODE","VARCHAR2",32,"Y"
"CB","CBERECIPROCITIES","CODBRANCHOWNERCODE","VARCHAR2",20,"Y"
"CB","CBERECIPROCITIES","CODUSEROWNERCODE","VARCHAR2",40,"Y"
"CB","CBERECIPROCITIES","DATSTARTVALIDITYDATE","DATE",7,"N"
"CB","CBERECIPROCITIES","DATENDVALIDITYDATE","DATE",7,"N"
"CB","CBERECIPROCITIES","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBERECIPROCITIES","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBERECIPROCITIES","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBERECIPROCITIES","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBERECIPROCITIES","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBERECIPROCITIES","CODRECIPROCITYTYPECODE","VARCHAR2",8,"N"
"CB","CBES1LOG","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBES1LOG","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBES1LOG","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBES1LOG","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBES1LOG","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBES1LOG","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBES1LOG","TXTS1XMLINPUT","CLOB",4000,"N"
"CB","CBES1LOG","CODLAYOUTCODE","VARCHAR2",80,"Y"
"CB","CBES1LOG","UIDS1REQUESTID","RAW",16,"Y"
"CB","CBES1LOG","UIDS1LOGID","RAW",16,"N"
"CB","CBES1LOG","TXTS1XMLOUTPUT","CLOB",4000,"Y"
"CB","CBES1REQUESTS","TXTPROCESSXMLINPUT","CLOB",4000,"Y"
"CB","CBES1REQUESTS","CODDECISIONMAKINGPROCESSCODE","VARCHAR2",200,"N"
"CB","CBES1REQUESTS","CODSUBJECTTYPECODE","VARCHAR2",4,"N"
"CB","CBES1REQUESTS","UIDSUBJECTID","RAW",16,"N"
"CB","CBES1REQUESTS","CODPROCESSCODE","VARCHAR2",200,"Y"
"CB","CBES1REQUESTS","CODUSERCODE","VARCHAR2",32,"Y"
"CB","CBES1REQUESTS","CODBRANCHCODE","VARCHAR2",20,"Y"
"CB","CBES1REQUESTS","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBES1REQUESTS","CODSERVICECODE","VARCHAR2",200,"N"
"CB","CBES1REQUESTS","UIDMESSAGEID","VARCHAR2",144,"N"
"CB","CBES1REQUESTS","UIDS1REQUESTID","RAW",16,"N"
"CB","CBES1REQUESTS","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBES1REQUESTS","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBES1REQUESTS","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBES1REQUESTS","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBES1REQUESTS","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBES1REQUESTS","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBESERVICEPREVIOUSMAX","UIDCONTRACTID","RAW",16,"N"
"CB","CBESERVICEPREVIOUSMAX","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBESERVICEPREVIOUSMAX","NUMOVERDUEPAYMENTSNUMBER","NUMBER",22,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATOVERDUEPAYMENTSNUMDATE","DATE",7,"Y"
"CB","CBESERVICEPREVIOUSMAX","CODDAYSPASTDUECODE","NUMBER",22,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATDAYSPASTDUEDATE","DATE",7,"Y"
"CB","CBESERVICEPREVIOUSMAX","AMNOUTSTANDINGBALANCEAMOUNT","NUMBER",22,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATOUTSTANDINGBALANCEDATE","DATE",7,"Y"
"CB","CBESERVICEPREVIOUSMAX","AMNBILLEDAMOUNT","NUMBER",22,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATAMNBILLEDAMOUNTDATE","DATE",7,"Y"
"CB","CBESERVICEPREVIOUSMAX","CODWORSTCONTRACTSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATWORSTCONTRACTSTATUSDATE","DATE",7,"Y"
"CB","CBESERVICEPREVIOUSMAX","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBESERVICEPREVIOUSMAX","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBESERVICEPREVIOUSMAX","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBESERVICEPREVIOUSMAX","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
